date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:49:22	5840/5840	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:23:09%20GMT	https://static.wixstatic.com/media/53bf04_15e1faa68cb2485687053008fad3f380~mv2.jpeg/v1/fill/w_147,h_261,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/IMG-20260606-WA0012.jpeg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/53bf04_15e1faa68cb2485687053008fad3f380_mv2.jpeg/v1/fill/w_147,h_261,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/IMG-20260606-WA0012.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:22	3706/3706	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:23:10%20GMT	https://static.wixstatic.com/media/53bf04_7e2a98bccb6b451f8e651cf3682cec52~mv2.jpg/v1/fill/w_147,h_111,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/2026-04-23-11-35-42-310.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/53bf04_7e2a98bccb6b451f8e651cf3682cec52_mv2.jpg/v1/fill/w_147,h_111,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/2026-04-23-11-35-42-310.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:23	3704/3704	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:23:10%20GMT	https://static.wixstatic.com/media/53bf04_ddfeafd0ba1742dfbd5f773a0114d6c5~mv2.jpg/v1/fill/w_97,h_173,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/IMG-20260606-WA0018.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/53bf04_ddfeafd0ba1742dfbd5f773a0114d6c5_mv2.jpg/v1/fill/w_97,h_173,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/IMG-20260606-WA0018.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:23	2034/2034	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:23:11%20GMT	https://static.wixstatic.com/media/55d98a_3287270d83ef4efabfdd1f52d0dc6ec2~mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/wolfgang-hasselmann-1ICIhK-ElJs-unsplash-edited.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/55d98a_3287270d83ef4efabfdd1f52d0dc6ec2_mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/wolfgang-hasselmann-1ICIhK-ElJs-unsplash-edited.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:23	1458/1458	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:23:11%20GMT	https://static.wixstatic.com/media/11062b_85cbb7fef6604e308ea7b14d081c4e29~mv2.jpg/v1/fill/w_100,h_56,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/11062b_85cbb7fef6604e308ea7b14d081c4e29~mv2.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/11062b_85cbb7fef6604e308ea7b14d081c4e29_mv2.jpg/v1/fill/w_100,h_56,al_c,q_80,usm_0.66_1.00_0.01,blur_3,/11062b_85cbb7fef6604e308ea7b14d081c4e29_mv2.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:25	2440473/2440473	---M--	200	added ('OK')	image/jpeg	etag:%22de0c3e04e1b123c8d1722d6bd5eca3b5%22	https://static.wixstatic.com/media/nsplsh_e65247ad90eb466186964270324c3fa4~mv2.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/nsplsh_e65247ad90eb466186964270324c3fa4_mv2.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:25	19536/19536	---M--	200	added ('OK')	image/jpeg	etag:%22c10f80e32abc9a30e1d25e508a366aee%22	https://static.wixstatic.com/media/0f1702_cc8f7296bac649c3ad0d18df85ef0a22~mv2.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/0f1702_cc8f7296bac649c3ad0d18df85ef0a22_mv2.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:25	1746831/1746831	---M--	200	added ('OK')	image/jpeg	etag:%22a9c16920d7381c74ecaf174c61a3aa49%22	https://static.wixstatic.com/media/nsplsh_733674566c44564b7a3338~mv2_d_3000_4496_s_4_2.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/nsplsh_733674566c44564b7a3338_mv2_d_3000_4496_s_4_2.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:26	1993/1993	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:27%20GMT	https://mcengr.wixstudio.com/${s.uri}	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/${s.19.delayed	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:27	4125810/4125810	---M--	200	added ('OK')	image/jpeg	etag:%22570190bac69597974d32736fffc50f40%22	https://static.wixstatic.com/media/nsplsh_7e76a1d5023f477a9e8da859fbf39ee7~mv2.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/nsplsh_7e76a1d5023f477a9e8da859fbf39ee7_mv2.jpg	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:27	1993/1993	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:28%20GMT	https://mcengr.wixstudio.com/window.location.href	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/window.location.1a.delayed	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:28	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/Users/USER/Desktop/mycomputerengr/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:29	1992/1992	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:30%20GMT	https://mcengr.wixstudio.com/api/	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/api/index.html	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:29	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/Users/USER/Desktop/mycomputerengr/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:30	1993/1993	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:30%20GMT	https://mcengr.wixstudio.com/envelope/	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/envelope/index.html	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:30	1992/1992	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:31%20GMT	https://mcengr.wixstudio.com/sitemap.xml	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/sitemap.1d.delayed	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:31	1993/1993	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:31%20GMT	https://mcengr.wixstudio.com/feed.xml	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/feed.1e.delayed	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:31	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/Users/USER/Desktop/mycomputerengr/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:31	131835/131835	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/Users/USER/Desktop/mycomputerengr/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:32	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/USER/Desktop/mycomputerengr/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:32	152083/152083	---MCZ	200	added ('OK')	application/javascript	etag:W/%228f997a7c8818b7a479cacd78b473e08b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.f4eb6537.bundle.min.js	C:/Users/USER/Desktop/mycomputerengr/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.f4eb6537.bundle.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:32	222715/222715	---MCZ	200	added ('OK')	application/javascript	etag:W/%223141f21ffb4362d6a6605a76e5e135b4%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.2cb9e05e.bundle.min.js	C:/Users/USER/Desktop/mycomputerengr/static.parastorage.com/services/wix-thunderbolt/dist/main.2cb9e05e.bundle.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:33	152/152	---M-Z	200	added ('OK')	application/javascript	etag:W/%22063d7456f9155e3e1c25489d3182966d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	C:/Users/USER/Desktop/mycomputerengr/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:33	3828/3828	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aef38bbd7e062b16982a758b0d21a137%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/Users/USER/Desktop/mycomputerengr/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:34	1993/1993	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:34%20GMT	https://mcengr.wixstudio.com/e	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/e.26.delayed	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:35	9414/9414	---MCZ	200	added ('OK')	application/javascript	etag:W/%223430fcb37d390d2d7dedf0c95ef9c202%22	https://static.parastorage.com/services/tag-manager-client/1.1066.0/siteTags.bundle.min.js	C:/Users/USER/Desktop/mycomputerengr/static.parastorage.com/services/tag-manager-client/1.1066.0/siteTags.bundle.min.js	(from https://mcengr.wixstudio.com/mycomputerengr)
11:49:36	1991/1991	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2029%20Jun%202026%2010:49:36%20GMT	https://mcengr.wixstudio.com/mycomputerengr/D,location.href	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/D,location.28.delayed	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:37	1994/1994	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:37%20GMT	https://mcengr.wixstudio.com/mycomputerengr/t	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/t.29.delayed	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:38	1994/1994	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:38%20GMT	https://mcengr.wixstudio.com/mycomputerengr/o	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/o.2a.delayed	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:39	1156/1156	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:26:40%20GMT	https://static.wixstatic.com/media/nsplsh_7470de51f35047e38d36ef5d5400ad5b~mv2.jpg/v1/fill/w_100,h_56,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/nsplsh_7470de51f35047e38d36ef5d5400ad5b~mv2.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/nsplsh_7470de51f35047e38d36ef5d5400ad5b_mv2.jpg/v1/fill/w_100,h_56,al_c,q_80,usm_0.66_1.00_0.01,blur_3,/nsplsh_7470de51f35047e38d36ef5d5400ad5b_mv2.jpg	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:39	3110/3110	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:26:40%20GMT	https://static.wixstatic.com/media/11062b_bcd6bf1267b1478f877210e2fa200397f000.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/11062b_bcd6bf1267b1478f877210e2fa200397f000.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/11062b_bcd6bf1267b1478f877210e2fa200397f000.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,/11062b_bcd6bf1267b1478f877210e2fa200397f000.jpg	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:40	1187/1187	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:26:40%20GMT	https://static.wixstatic.com/media/11062b_fac51a38acf24ea2aa030216e01a0ea3f001.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/11062b_fac51a38acf24ea2aa030216e01a0ea3f001.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/11062b_fac51a38acf24ea2aa030216e01a0ea3f001.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,/11062b_fac51a38acf24ea2aa030216e01a0ea3f001.jpg	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:40	2414/2414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:26:41%20GMT	https://static.wixstatic.com/media/11062b_7e6bd15f67a049619d0d4ac2ee459996f000.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/11062b_7e6bd15f67a049619d0d4ac2ee459996f000.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/11062b_7e6bd15f67a049619d0d4ac2ee459996f000.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,/11062b_7e6bd15f67a049619d0d4ac2ee459996f000.jpg	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:40	1729/1729	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:26:42%20GMT	https://static.wixstatic.com/media/11062b_d2b05a3fb9914896aefc471d4ebf1418f000.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_avif,quality_auto/11062b_d2b05a3fb9914896aefc471d4ebf1418f000.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/11062b_d2b05a3fb9914896aefc471d4ebf1418f000.jpg/v1/fill/w_160,h_90,al_c,q_80,usm_0.66_1.00_0.01,blur_3,/11062b_d2b05a3fb9914896aefc471d4ebf1418f000.jpg	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:40	3351/3351	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:26:43%20GMT	https://static.wixstatic.com/media/53bf04_35cb5077d81148beb7efabd0da3cfec2~mv2.jpg/v1/fill/w_144,h_144,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Adedayo%20Adetunji.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/53bf04_35cb5077d81148beb7efabd0da3cfec2_mv2.jpg/v1/fill/w_144,h_144,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Adedayo%20Adetunji.jpg	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:42	1991/1991	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2029%20Jun%202026%2010:49:42%20GMT	https://mcengr.wixstudio.com/mycomputerengr/${s.uri}	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/${s.31.delayed	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:43	1991/1991	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2029%20Jun%202026%2010:49:43%20GMT	https://mcengr.wixstudio.com/mycomputerengr/window.location.href	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/window.location.32.delayed	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:44	1991/1991	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2029%20Jun%202026%2010:49:44%20GMT	https://mcengr.wixstudio.com/mycomputerengr/robots.txt	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/robots.33.delayed	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:44	263/263	---M--	200	added ('OK')	text/xml	etag:W/%22107-D1QBn0np7gK6YU2Xb5ZpXWAL6M0%22	https://mcengr.wixstudio.com/mycomputerengr/sitemap.xml	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/sitemap.xml	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:45	1994/1994	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:46%20GMT	https://mcengr.wixstudio.com/mycomputerengr/feed.xml	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/feed.35.delayed	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:46	1994/1994	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Jun%202026%2010:49:47%20GMT	https://mcengr.wixstudio.com/mycomputerengr/e	C:/Users/USER/Desktop/mycomputerengr/mcengr.wixstudio.com/mycomputerengr/e.36.delayed	(from https://mcengr.wixstudio.com/mycomputerengr/about-me)
11:49:49	2539/2539	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:26:54%20GMT	https://static.wixstatic.com/media/11062b_fb41b90fe0844d7a960e511fe09be632~mv2.jpeg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Solution%20Key%20Button.jpeg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/11062b_fb41b90fe0844d7a960e511fe09be632_mv2.jpeg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/Solution%20Key%20Button.jpg	(from https://mcengr.wixstudio.com/mycomputerengr/services)
11:49:50	2232/2232	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202026%2010:26:54%20GMT	https://static.wixstatic.com/media/53bf04_78ac7fbf96dc4d9192e449f40c3497b8~mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/macbook.jpg	C:/Users/USER/Desktop/mycomputerengr/static.wixstatic.com/media/53bf04_78ac7fbf96dc4d9192e449f40c3497b8_mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/macbook.jpg	(from https://mcengr.wixstudio.com/mycomputerengr/services)
